# r mass_density temp Ye specific_internal_energy velocity pressure adm_density adm_momentum S_adm Srr_adm
0.0 0.9999999999999999 1.651513424958909e+18 0.5 0.0018485460684480421 2.43424476888037e-22 0.0006161820227372579 0.9967069961145789 -1.1774394411764569e-10 -0.0045118367790701434 0.000616181974537714
1.0086475522209182e-05 0.9999957464455675 1.6515110833028393e+18 0.5 0.0018485434474223479 -1.3065838486879817e-06 0.0006161785281601713 0.9967027554560451 -1.305649915842617e-06 -0.004511816970757155 0.0006161785170747701
2.0172951044418364e-05 0.9999914928911351 1.6515087416467697e+18 0.5 0.0018485408263966537 -2.613167697375964e-06 0.0006161750335830848 0.9966985147975111 -2.611182087741116e-06 -0.004511797162444167 0.0006161750596118261
3.025942656662755e-05 0.9999872393367025 1.6515063999907e+18 0.5 0.0018485382053709594 -3.919751546063945e-06 0.0006161715390059984 0.9966942741389775 -3.916714259639615e-06 -0.004511777354131178 0.0006161716021488821
4.034590208883673e-05 0.9999829857822704 1.6515040583346304e+18 0.5 0.0018485355843452652 -5.226335394751927e-06 0.0006161680444289118 0.9966900334804435 -5.222246431538115e-06 -0.00451175754581819 0.0006161681446859381
5.043237761104592e-05 0.9999787322278377 1.6515017166785608e+18 0.5 0.001848532963319571 -6.532919243439909e-06 0.0006161645498518253 0.9966857928219097 -6.527778603436614e-06 -0.0045117377375052 0.0006161646872229941
6.05188531332551e-05 0.9999744786734056 1.6514993750224911e+18 0.5 0.0018485303422938768 -7.83950309212789e-06 0.0006161610552747387 0.9966815521633758 -7.833310775335112e-06 -0.004511717929192211 0.00061616122976005
7.06053286554643e-05 0.999970225118973 1.6514970333664218e+18 0.5 0.0018485277212681827 -9.146086940815873e-06 0.0006161575606976521 0.9966773115048421 -9.138842947233612e-06 -0.004511698120879224 0.0006161577722971061
8.069180417767346e-05 0.9999659715645406 1.6514946917103521e+18 0.5 0.0018485251002424885 -1.0452670789503856e-05 0.0006161540661205658 0.9966730708463082 -1.0444375119132109e-05 -0.004511678312566235 0.0006161543148341622
9.077827969988266e-05 0.9999617180101082 1.6514923500542825e+18 0.5 0.0018485224792167943 -1.1759254638191838e-05 0.0006161505715434792 0.9966688301877744 -1.174990729103061e-05 -0.004511658504253246 0.0006161508573712181
0.00010086475522209184 0.9999574644556758 1.6514900083982129e+18 0.5 0.0018485198581911 -1.306583848687982e-05 0.0006161470769663927 0.9966645895292404 -1.3055439462929112e-05 -0.004511638695940257 0.0006161473999082741
0.00011095123074430101 0.9999532109012432 1.6514876667421432e+18 0.5 0.0018485172371654058 -1.4372422335567803e-05 0.0006161435823893061 0.9966603488707065 -1.436097163482761e-05 -0.004511618887627268 0.0006161439424453301
0.0001210377062665102 0.9999489573468111 1.6514853250860736e+18 0.5 0.0018485146161397116 -1.567900618425578e-05 0.0006161400878122197 0.9966561082121728 -1.566650380672611e-05 -0.00451159907931428 0.0006161404849823862
